col1,col2
31.9341,25.7754
31.884,25.5871
32.1394,24.5189
32.0112,24.6285
32.0711,24.8193
32.1873,25.6074
32.1993,25.2354
32.2216,24.8264
32.2432,23.9837
342.9271,65.3307
342.9147,63.884
342.8729,62.9719
342.8536,61.3241
343.0881,60.2437
343.0009,60.3388
343.0092,60.3486
342.9844,60.5463
343.1908,60.9161
343.1273,62.4405
343.3141,65.5037
343.4182,61.111
343.3873,60.764
343.2659,60.1011
343.5062,60.8532
343.5816,60.9947
343.6153,62.8202
343.6282,63.1483
343.6979,64.3743
343.6173,65.6533
343.8296,64.5179
343.8759,64.0086
343.9269,62.3063
343.9331,60.5177
344.0022,60.4549
343.9935,62.4323
344.158,62.4965
344.1288,62.8686
344.161,63.0515
344.3706,65.6227
344.4142,64.315
344.1966,62.7271
344.6545,60.0294
344.5657,61.7406
344.5715,62.0745
344.596,62.6267
344.6658,63.0771
344.5683,65.4747
344.6363,65.614
11.6845,29.7225
11.5866,28.6846
11.6471,27.532
11.6107,26.7746
11.7816,25.5012
11.7618,26.0759
11.7265,26.821
11.7811,27.0053
11.7704,27.0054
11.74,27.3133
11.8888,29.5227
11.9082,28.7906
11.8784,27.8774
11.8679,27.1442
11.9382,26.2917
11.8341,26.2752
11.8839,26.2177
11.9585,25.0855
12.0281,25.5481
12.0188,27.5375
12.1088,27.7583
12.1888,27.0176
12.1715,25.5489
12.3115,26.3562
12.2807,28.4302
12.255,29.098
12.4139,29.3458
12.4709,27.7107
12.4721,27.7102
12.4818,26.923
12.4396,26.8067
12.6718,29.6304
12.748,27.2029
12.7891,26.4779
12.8379,26.6286
12.8309,27.3577
12.7804,28.8755
12.8761,29.9275
12.9038,29.0669
13.0599,25.5097
13.0701,27.9834
13.0847,29.5931
13.1905,27.9998
13.2256,27.7401
13.3934,26.6649
13.3491,28.0699
13.4041,29.4891
13.3412,29.5393
13.4368,25.7107
13.5501,27.0041
13.5795,27.2581
13.6291,29.3685
13.6712,29.5626
13.7475,28.9903
13.7768,28.6893
13.7578,28.2927
13.7688,27.9335
13.7997,27.6433
13.7025,27.5178
13.7405,24.8829
13.8113,24.557
13.7458,24.0993
13.8554,28.5592
14.0026,28.9434
14.0775,27.9106
13.9937,27.2094
13.985,25.0279
13.9506,24.5999
14.0643,24.2919
